key,parameter_code,process_code,flow_code,source_region_code,target_country_code,value,unit,source
"CAPEX,EFUELSYN#B,,,",CAPEX,EFUELSYN#B,,,,1514.4369110920395,USD2025/kW,Concawe 2024
"CAPEX,EFUELSYN,,,",CAPEX,EFUELSYN,,,,736.3700421791167,USD2025/kwh CHx (l),Öko-Institut 2020
"CAPEX,EFUELSYNC#B,,,",CAPEX,EFUELSYNC#B,,,,1317.7788124236672,USD2025/kW,Concawe 2024
"CAPEX,EL-STR,,,",CAPEX,EL-STR,,,,914.9594059639898,USD2025/kW,
"CAPEX,H2-COMP,,,",CAPEX,H2-COMP,,,,130.67901682549225,USD2025/kW,DNV GL 2020
"CAPEX,H2-LIQ#B,,,",CAPEX,H2-LIQ#B,,,,1731.3461813468507,USD2025/kW,Green BOA basd on IEA 2019
"CAPEX,H2-LIQ,,,",CAPEX,H2-LIQ,,,,1191.3404085352104,USD2025/kW,IEA 2015
"CAPEX,H2-RGAS#B,,,",CAPEX,H2-RGAS#B,,,,377.9530185821681,USD2025/kW,DNV GL 2020
"CAPEX,H2-RGAS,,,",CAPEX,H2-RGAS,,,,157.28479655282771,USD2025/kW,DNV GL 2020
"CAPEX,H2-STR,,,",CAPEX,H2-STR,,,,41.43471761736628,USD2025/kW,
"CAPEX,HEATPUMP#B,,,",CAPEX,HEATPUMP#B,,,,469.07604195941127,USD2025/kW (heat),PtX-Atlas
"CAPEX,LOHC-CON,,,",CAPEX,LOHC-CON,,,,137.367277992278,USD2025/kW,DNV GL 2020
"CAPEX,LOHC-REC,,,",CAPEX,LOHC-REC,,,,466.28096076277734,USD2025/kW,DNV GL 2020
"CAPEX,NG-DRI-C#B,,,",CAPEX,NG-DRI-C#B,,,,0.5890375837527736,USD2025/kg DRI (s)/a*h,
"CAPEX,NH3-REC#B,,,",CAPEX,NH3-REC#B,,,,488.7473416728243,USD2025/kW,green BOA based on: NGN; Equinor 2018
"CAPEX,NH3-REC,,,",CAPEX,NH3-REC,,,,475.93879064967433,USD2025/kW,NGN; Equinor 2018
"CAPEX,NH3SYN#B,,,",CAPEX,NH3SYN#B,,,,741.8104653528886,USD2025/kW,Concawe 2024
"CAPEX,NH3SYN,,,",CAPEX,NH3SYN,,,,733.7917031376903,USD2025/kWh NH3 (l),Concawe 2024
"CAPEX,PEM-EL,,,",CAPEX,PEM-EL,,,,1106.0501919675837,USD2025/kW,
"CAPEX,PV-FIX,,ARE,",CAPEX,PV-FIX,,ARE,,239.56993620769632,USD2025/kW,
"CAPEX,PV-FIX,,ARG,",CAPEX,PV-FIX,,ARG,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-BA,",CAPEX,PV-FIX,,ARG-BA,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-CAT,",CAPEX,PV-FIX,,ARG-CAT,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-CBA,",CAPEX,PV-FIX,,ARG-CBA,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-CHA,",CAPEX,PV-FIX,,ARG-CHA,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-CHU,",CAPEX,PV-FIX,,ARG-CHU,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-COR,",CAPEX,PV-FIX,,ARG-COR,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-CRB,",CAPEX,PV-FIX,,ARG-CRB,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-CRU,",CAPEX,PV-FIX,,ARG-CRU,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-EST,",CAPEX,PV-FIX,,ARG-EST,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-FOR,",CAPEX,PV-FIX,,ARG-FOR,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-FUE,",CAPEX,PV-FIX,,ARG-FUE,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-JUJ,",CAPEX,PV-FIX,,ARG-JUJ,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-LAR,",CAPEX,PV-FIX,,ARG-LAR,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-MEN,",CAPEX,PV-FIX,,ARG-MEN,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-MIS,",CAPEX,PV-FIX,,ARG-MIS,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-NEG,",CAPEX,PV-FIX,,ARG-NEG,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-NEU,",CAPEX,PV-FIX,,ARG-NEU,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-PAM,",CAPEX,PV-FIX,,ARG-PAM,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-RIO,",CAPEX,PV-FIX,,ARG-RIO,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-SAF,",CAPEX,PV-FIX,,ARG-SAF,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-SAJ,",CAPEX,PV-FIX,,ARG-SAJ,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-SAL,",CAPEX,PV-FIX,,ARG-SAL,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-SAT,",CAPEX,PV-FIX,,ARG-SAT,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,ARG-TUC,",CAPEX,PV-FIX,,ARG-TUC,,360.6247096271329,USD2025/kW,
"CAPEX,PV-FIX,,AUS,",CAPEX,PV-FIX,,AUS,,354.69895148772,USD2025/kW,
"CAPEX,PV-FIX,,BRA,",CAPEX,PV-FIX,,BRA,,311.50654745710307,USD2025/kW,
"CAPEX,PV-FIX,,CHL,",CAPEX,PV-FIX,,CHL,,285.2829275688822,USD2025/kW,
"CAPEX,PV-FIX,,CHN,",CAPEX,PV-FIX,,CHN,,225.52122870863855,USD2025/kW,
"CAPEX,PV-FIX,,COL,",CAPEX,PV-FIX,,COL,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,CRI,",CAPEX,PV-FIX,,CRI,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,DNK,",CAPEX,PV-FIX,,DNK,,435.54322324685427,USD2025/kW,
"CAPEX,PV-FIX,,DZA,",CAPEX,PV-FIX,,DZA,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,EGY,",CAPEX,PV-FIX,,EGY,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,ESP,",CAPEX,PV-FIX,,ESP,,345.2729060364226,USD2025/kW,
"CAPEX,PV-FIX,,IDN,",CAPEX,PV-FIX,,IDN,,359.3549043115445,USD2025/kW,
"CAPEX,PV-FIX,,IND,",CAPEX,PV-FIX,,IND,,212.1098017799511,USD2025/kW,
"CAPEX,PV-FIX,,JOR,",CAPEX,PV-FIX,,JOR,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,KAZ,",CAPEX,PV-FIX,,KAZ,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,KEN,",CAPEX,PV-FIX,,KEN,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,MAR,",CAPEX,PV-FIX,,MAR,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,MAR-BEN,",CAPEX,PV-FIX,,MAR-BEN,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,MAR-CAS,",CAPEX,PV-FIX,,MAR-CAS,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,MAR-DAK,",CAPEX,PV-FIX,,MAR-DAK,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,MAR-DRA,",CAPEX,PV-FIX,,MAR-DRA,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,MAR-FES,",CAPEX,PV-FIX,,MAR-FES,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,MAR-GUE,",CAPEX,PV-FIX,,MAR-GUE,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,MAR-LAA,",CAPEX,PV-FIX,,MAR-LAA,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,MAR-LOR,",CAPEX,PV-FIX,,MAR-LOR,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,MAR-MAR,",CAPEX,PV-FIX,,MAR-MAR,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,MAR-RAB,",CAPEX,PV-FIX,,MAR-RAB,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,MAR-SOU,",CAPEX,PV-FIX,,MAR-SOU,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,MAR-TAN,",CAPEX,PV-FIX,,MAR-TAN,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,MEX,",CAPEX,PV-FIX,,MEX,,344.5405089630121,USD2025/kW,
"CAPEX,PV-FIX,,MRT,",CAPEX,PV-FIX,,MRT,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,NAM,",CAPEX,PV-FIX,,NAM,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,NOR,",CAPEX,PV-FIX,,NOR,,357.23856211889694,USD2025/kW,
"CAPEX,PV-FIX,,PAK,",CAPEX,PV-FIX,,PAK,,249.68082048088408,USD2025/kW,
"CAPEX,PV-FIX,,PER,",CAPEX,PV-FIX,,PER,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,PRT,",CAPEX,PV-FIX,,PRT,,401.39164283022126,USD2025/kW,
"CAPEX,PV-FIX,,RUS,",CAPEX,PV-FIX,,RUS,,650.5635900198396,USD2025/kW,
"CAPEX,PV-FIX,,SAU,",CAPEX,PV-FIX,,SAU,,239.56993620769632,USD2025/kW,
"CAPEX,PV-FIX,,SWE,",CAPEX,PV-FIX,,SWE,,401.39164283022126,USD2025/kW,
"CAPEX,PV-FIX,,THA,",CAPEX,PV-FIX,,THA,,287.82253820005917,USD2025/kW,
"CAPEX,PV-FIX,,TUN,",CAPEX,PV-FIX,,TUN,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,UKR,",CAPEX,PV-FIX,,UKR,,401.39164283022126,USD2025/kW,
"CAPEX,PV-FIX,,URY,",CAPEX,PV-FIX,,URY,,319.1444026512421,USD2025/kW,
"CAPEX,PV-FIX,,USA,",CAPEX,PV-FIX,,USA,,445.43058373789734,USD2025/kW,
"CAPEX,PV-FIX,,VNM,",CAPEX,PV-FIX,,VNM,,287.82253820005917,USD2025/kW,
"CAPEX,PV-FIX,,ZAF,",CAPEX,PV-FIX,,ZAF,,425.38478072214633,USD2025/kW,
"CAPEX,PV-FIX,,ZAF-EC,",CAPEX,PV-FIX,,ZAF-EC,,425.38478072214633,USD2025/kW,
"CAPEX,PV-FIX,,ZAF-FRS,",CAPEX,PV-FIX,,ZAF-FRS,,425.38478072214633,USD2025/kW,
"CAPEX,PV-FIX,,ZAF-GAU,",CAPEX,PV-FIX,,ZAF-GAU,,425.38478072214633,USD2025/kW,
"CAPEX,PV-FIX,,ZAF-KWA,",CAPEX,PV-FIX,,ZAF-KWA,,425.38478072214633,USD2025/kW,
"CAPEX,PV-FIX,,ZAF-LIM,",CAPEX,PV-FIX,,ZAF-LIM,,425.38478072214633,USD2025/kW,
"CAPEX,PV-FIX,,ZAF-MPU,",CAPEX,PV-FIX,,ZAF-MPU,,425.38478072214633,USD2025/kW,
"CAPEX,PV-FIX,,ZAF-NC,",CAPEX,PV-FIX,,ZAF-NC,,425.38478072214633,USD2025/kW,
"CAPEX,PV-FIX,,ZAF-NW,",CAPEX,PV-FIX,,ZAF-NW,,425.38478072214633,USD2025/kW,
"CAPEX,PV-FIX,,ZAF-WC,",CAPEX,PV-FIX,,ZAF-WC,,425.38478072214633,USD2025/kW,
"CAPEX,REGASATR,,,",CAPEX,REGASATR,,,,922.1819811670733,USD2025/kW,combined values
"CAPEX,RES-HYBR,,ARE,",CAPEX,RES-HYBR,,ARE,,837.2603892653289,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG,",CAPEX,RES-HYBR,,ARG,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-BA,",CAPEX,RES-HYBR,,ARG-BA,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-CAT,",CAPEX,RES-HYBR,,ARG-CAT,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-CBA,",CAPEX,RES-HYBR,,ARG-CBA,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-CHA,",CAPEX,RES-HYBR,,ARG-CHA,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-CHU,",CAPEX,RES-HYBR,,ARG-CHU,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-COR,",CAPEX,RES-HYBR,,ARG-COR,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-CRB,",CAPEX,RES-HYBR,,ARG-CRB,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-CRU,",CAPEX,RES-HYBR,,ARG-CRU,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-EST,",CAPEX,RES-HYBR,,ARG-EST,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-FOR,",CAPEX,RES-HYBR,,ARG-FOR,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-FUE,",CAPEX,RES-HYBR,,ARG-FUE,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-JUJ,",CAPEX,RES-HYBR,,ARG-JUJ,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-LAR,",CAPEX,RES-HYBR,,ARG-LAR,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-MEN,",CAPEX,RES-HYBR,,ARG-MEN,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-MIS,",CAPEX,RES-HYBR,,ARG-MIS,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-NEG,",CAPEX,RES-HYBR,,ARG-NEG,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-NEU,",CAPEX,RES-HYBR,,ARG-NEU,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-PAM,",CAPEX,RES-HYBR,,ARG-PAM,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-RIO,",CAPEX,RES-HYBR,,ARG-RIO,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-SAF,",CAPEX,RES-HYBR,,ARG-SAF,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-SAJ,",CAPEX,RES-HYBR,,ARG-SAJ,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-SAL,",CAPEX,RES-HYBR,,ARG-SAL,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-SAT,",CAPEX,RES-HYBR,,ARG-SAT,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ARG-TUC,",CAPEX,RES-HYBR,,ARG-TUC,,806.6023537249216,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,AUS,",CAPEX,RES-HYBR,,AUS,,688.8133873772795,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,BRA,",CAPEX,RES-HYBR,,BRA,,646.2032608928064,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,CHL,",CAPEX,RES-HYBR,,CHL,,635.3429428561064,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,CHN,",CAPEX,RES-HYBR,,CHN,,433.9734598115512,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,COL,",CAPEX,RES-HYBR,,COL,,719.4431889683665,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,CRI,",CAPEX,RES-HYBR,,CRI,,719.4431889683665,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,DNK,",CAPEX,RES-HYBR,,DNK,,1019.3027306615664,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,DZA,",CAPEX,RES-HYBR,,DZA,,659.778653421988,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,EGY,",CAPEX,RES-HYBR,,EGY,,698.0540158479666,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ESP,",CAPEX,RES-HYBR,,ESP,,607.5496397996736,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,IDN,",CAPEX,RES-HYBR,,IDN,,897.1528733172529,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,IND,",CAPEX,RES-HYBR,,IND,,522.5809037609188,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,JOR,",CAPEX,RES-HYBR,,JOR,,659.778653421988,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,KAZ,",CAPEX,RES-HYBR,,KAZ,,694.3015293356159,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,KEN,",CAPEX,RES-HYBR,,KEN,,659.778653421988,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,MAR,",CAPEX,RES-HYBR,,MAR,,615.8745612274831,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,MAR-BEN,",CAPEX,RES-HYBR,,MAR-BEN,,615.8745612274831,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,MAR-CAS,",CAPEX,RES-HYBR,,MAR-CAS,,615.8745612274831,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,MAR-DAK,",CAPEX,RES-HYBR,,MAR-DAK,,615.8745612274831,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,MAR-DRA,",CAPEX,RES-HYBR,,MAR-DRA,,615.8745612274831,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,MAR-FES,",CAPEX,RES-HYBR,,MAR-FES,,615.8745612274831,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,MAR-GUE,",CAPEX,RES-HYBR,,MAR-GUE,,615.8745612274831,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,MAR-LAA,",CAPEX,RES-HYBR,,MAR-LAA,,615.8745612274831,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,MAR-LOR,",CAPEX,RES-HYBR,,MAR-LOR,,615.8745612274831,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,MAR-MAR,",CAPEX,RES-HYBR,,MAR-MAR,,615.8745612274831,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,MAR-RAB,",CAPEX,RES-HYBR,,MAR-RAB,,615.8745612274831,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,MAR-SOU,",CAPEX,RES-HYBR,,MAR-SOU,,615.8745612274831,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,MAR-TAN,",CAPEX,RES-HYBR,,MAR-TAN,,615.8745612274831,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,MEX,",CAPEX,RES-HYBR,,MEX,,732.1412421242514,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,MRT,",CAPEX,RES-HYBR,,MRT,,659.778653421988,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,NAM,",CAPEX,RES-HYBR,,NAM,,659.778653421988,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,NOR,",CAPEX,RES-HYBR,,NOR,,801.1567934584527,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,PAK,",CAPEX,RES-HYBR,,PAK,,620.543878521988,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,PER,",CAPEX,RES-HYBR,,PER,,559.2120148909855,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,PRT,",CAPEX,RES-HYBR,,PRT,,823.233333814115,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,RUS,",CAPEX,RES-HYBR,,RUS,,881.7755447915495,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,SAU,",CAPEX,RES-HYBR,,SAU,,837.2603892653289,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,SWE,",CAPEX,RES-HYBR,,SWE,,664.8784029929096,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,THA,",CAPEX,RES-HYBR,,THA,,861.3866902615102,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,TUN,",CAPEX,RES-HYBR,,TUN,,659.778653421988,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,UKR,",CAPEX,RES-HYBR,,UKR,,823.233333814115,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,URY,",CAPEX,RES-HYBR,,URY,,719.4431889683665,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,USA,",CAPEX,RES-HYBR,,USA,,811.1051770055606,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,VNM,",CAPEX,RES-HYBR,,VNM,,780.332981594732,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ZAF,",CAPEX,RES-HYBR,,ZAF,,878.0082490008772,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ZAF-EC,",CAPEX,RES-HYBR,,ZAF-EC,,878.0082490008772,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ZAF-FRS,",CAPEX,RES-HYBR,,ZAF-FRS,,878.0082490008772,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ZAF-GAU,",CAPEX,RES-HYBR,,ZAF-GAU,,878.0082490008772,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ZAF-KWA,",CAPEX,RES-HYBR,,ZAF-KWA,,878.0082490008772,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ZAF-LIM,",CAPEX,RES-HYBR,,ZAF-LIM,,878.0082490008772,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ZAF-MPU,",CAPEX,RES-HYBR,,ZAF-MPU,,878.0082490008772,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ZAF-NC,",CAPEX,RES-HYBR,,ZAF-NC,,878.0082490008772,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ZAF-NW,",CAPEX,RES-HYBR,,ZAF-NW,,878.0082490008772,USD2025/kW,calculated. PV:  WIND-ON: 
"CAPEX,RES-HYBR,,ZAF-WC,",CAPEX,RES-HYBR,,ZAF-WC,,878.0082490008772,USD2025/kW,calculated. PV:  WIND-ON: 
